NomVideo	Duree	Interaction	InterventionCourte	InterventionLongue	SPonctuel	SLocalise	SPresent	SRegulier	SImportant	DistributionLocuteur	TransitionLocuteur	Parole	Musique	Parole+Musique	Parole+NonMusique	NonParole+Musique	NonParole+NonMusique	VisageNombreMin	VisageNombreMax	NombreTransitionPlan	IntraVariationMoyen
Sgallasch-wwwgmvcomau_GMV356DVD292.xml	124	0.0	9.98	24.35	0.0	34.34	0.0	0.0	0.0	100.0	1.95109261186	7.44	73.23	5.15	1.44	68.07	22.43	0	2	7.80437044745	6.98027675779
Shanti3-AskJoharAndSimonAreETsRealAreTheyHere941.xml	408	2.08	3.17	7.96	0.0	0.23	0.0	0.0	75.87	100.0	1.50182622068	76.63	53.11	31.74	44.48	21.37	1.72	0	1	0.420511341792	2.89835404426
Slmader-Day6DontRushIt954.xml	42	0.0	0.0	97.48	0.0	0.0	0.0	0.0	97.48	100.0	0.0	6.25	0.0	0.0	3.57	0.0	0.0	1	1	5.66893424036	0.0
Spazzo54-DayEightHeadShouldersGunsAndToes470.xml	324	0.6	0.0	41.41	0.0	0.0	1.23	0.0	88.31	100.0	0.285779606767	84.63	43.4	31.28	53.14	12.11	2.85	0	2	1.33363816491	4.93058786185
Stupidfamouspeople-KimoraLeeSimmonsDjimonHounsouArriveToMarcAnthonys40th435.xml	38	0.0	34.11	0.0	0.0	0.0	0.0	0.0	34.11	100.0	0.0	8.04	79.74	5.8	0.16	73.94	3.53	0	2	48.4764542937	3.9014304031
Stupidfamouspeople-PaparazziFootageOfBenAffleckAndJenniferGarnerWithoutBab353.xml	31	0.0	0.0	41.81	0.0	0.0	0.0	0.0	41.81	100.0	0.0	9.57	61.29	4.52	0.34	56.77	0.31	0	1	62.4349635797	3.78154921581
Stupidfamouspeople-TomCruiseAndKatieHolmesReturnHomeAfterAllMySonsOpenin152.xml	60	47.15	2.47	0.0	0.0	11.97	0.0	0.0	35.0	100.0	5.55555555555	14.29	71.83	8.52	4.03	63.31	5.64	0	3	33.3333333333	5.43297831215
Stupidfamouspeople-UglyAgynessDeynAndAlbertHammondJrOfTheStrokesLeavingM278.xml	29	0.0	2.24	0.0	0.0	2.24	0.0	0.0	0.0	100.0	0.0	1.79	12.07	1.79	0.0	10.28	0.0	0	0	23.7812128419	5.56921862585
Sull-DramaticObamaWinMcCainPalinBushReact692.xml	169	22.66	1.18	26.15	0.0	27.86	0.0	0.0	22.13	100.0	1.05038338993	26.46	80.36	8.82	16.81	71.54	1.54	0	2	4.5516613564	5.87907079373
Sunkisland-TheDrowningLandSemanal08478.xml	176	0.0	3.87	0.0	0.0	1.01	0.0	0.0	2.86	100.0	1.29132231405	16.16	99.03	15.87	0.0	83.17	0.0	0	0	2.90547520661	5.95706207414
Telkes-BeszmolAParlamentiBizottsgLsrl579.xml	285	7.06	4.06	41.73	0.0	0.0	0.0	0.0	87.51	100.0	0.0	80.11	40.56	30.27	49.32	10.29	9.41	1	1	0.369344413667	2.41457144265
Thatsportsshowhd-ThatSportsShowHDBlazingShootingAndCrossDressing551.xml	234	0.0	2.74	0.0	0.0	0.0	0.0	5.32	92.86	100.0	0.730513551026	93.76	9.32	8.83	84.17	0.48	0.75	0	2	4.01782453065	7.5842464659
TheEpicSeason-JesseCsincsak357.xml	57	0.0	7.81	0.0	0.0	0.0	0.0	0.0	7.81	100.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0	2	46.1680517082	7.83157442315
TheJAMAREPORT-ADULTSTEMCELLSAREHELPINGPATIENTSWITHAUTOIMMUNEDISEASESA376.xml	143	0.0	0.0	0.0	0.0	0.0	2.74	22.08	73.56	100.0	5.37923614847	84.17	15.66	11.7	71.8	3.96	2.19	0	1	6.35727908455	5.93016524896
TheJAMAREPORT-MILITARYTROOPSRETURNINGFROMCOMBATMAYEXPERIENCEBINGEDRINK180.xml	134	0.0	0.0	0.0	0.0	0.0	9.98	0.0	86.05	100.0	3.89841835598	21.04	3.06	0.95	19.24	2.11	0.32	0	1	6.12608598797	5.57244309007
TheROFLwaffle-Day7Fantasies414.xml	139	34.04	1.76	15.4	0.0	1.76	0.0	0.0	76.86	100.0	1.03514310853	78.85	47.99	31.36	46.51	16.62	4.14	0	1	4.6581439884	7.31646546581
UBM-01065UnconditionalEternalSecurity01160.xml	3484	0.0	0.19	0.0	0.0	38.12	0.0	0.0	4.43	100.0	0.0205960394969	39.59	13.74	11.43	28.13	2.31	1.93	0	1	0.00988609895852	6.43044935001
UBM-02082HowShallWeDie08GodIsSovereign286.xml	3481	0.66	0.36	1.4	0.0	0.0	0.18	53.61	39.04	100.0	0.592538259776	90.66	41.28	34.9	55.71	6.38	2.88	0	2	0.0536420430158	7.36085658755
UBM-02083bFleeTheSinCities02810.xml	3481	0.0	0.0	0.86	0.0	0.0	0.86	0.84	82.86	100.0	0.154324031446	84.03	19.01	17.4	66.61	1.61	1.66	0	2	0.047039945414	5.61970641517
Undercurrents-UrgentActionAlertColombia457.xml	41	60.27	2.29	0.0	0.0	2.29	0.0	0.0	56.76	100.0	5.9488399762	46.97	36.59	5.97	38.79	30.61	20.97	0	0	11.8976799524	3.77113029539
VirginBob-CourteenersToHeadlineNextVFestival406.xml	111	0.0	6.59	83.68	0.0	0.0	0.0	0.0	90.27	100.0	0.0	2.88	8.47	2.05	0.83	6.42	8.27	0	2	21.1021832643	6.55522074043
VirginBob-TheZutonsInterview121.xml	230	0.0	2.9	7.45	0.0	7.95	2.9	0.0	76.69	100.0	2.26843100189	72.64	46.04	26.61	45.27	19.43	4.47	0	2	9.26275992439	6.91474223029
Wakeyouthmovement-WakeYouthMovementPromo339.xml	155	0.0	8.26	0.0	0.0	8.26	0.0	0.0	0.0	100.0	0.416233090531	9.19	96.9	7.25	1.92	89.65	0.27	0	2	7.49219562955	7.3152148829
Wardy-RestaurantFoodFastEpisode24494.xml	740	0.0	3.67	0.0	0.0	10.64	0.0	0.0	49.67	100.0	1.22352081811	64.95	78.41	45.33	19.45	33.07	1.94	0	1	0.27392257122	6.68181737923
WashingtonCathedral-TimWhite532009840.xml	1888	4.83	0.41	0.0	0.0	0.0	7.21	9.75	72.85	100.0	0.614384336398	91.76	22.87	17.93	73.8	4.94	3.23	0	1	0.0140270396438	4.47171124662
WowCool-WowCoolShowSeason1Episode18GourmetHens550.xml	111	0.0	0.0	0.0	0.0	0.0	0.0	6.05	89.17	100.0	1.62324486649	3.19	3.69	0.96	1.26	2.73	0.0	0	0	1.62324486649	3.54429378734
Xtensivearts-xtensiveArtsAndroidVideoTutorialSeriesEpisode1953.xml	654	6.03	2.26	14.64	0.0	0.0	1.88	3.11	82.51	100.0	0.818299993454	59.12	15.99	11.19	47.93	4.8	1.69	0	0	0.257179997942	8.74851173897
Yourworldin5-YourWorldIn5Minutes041309854.xml	284	0.0	0.0	0.0	0.0	0.0	6.04	0.0	93.01	100.0	1.23983336639	19.23	0.95	0.95	17.91	0.0	0.05	0	3	2.10771672287	6.161440106
